日期,類型,主題,連結,內容,講者
"Thursday, May 23",Breakout,Bake Security into your workflow with GitHub Advanced Security and AI,https://build.microsoft.com/en-US/sessions/33c3052c-6030-4924-a727-3c5b22d0eee8?source=sessions,"The sooner you find and fix security issues, the less of a problem they are. In this session find out how to prevent the most common security issues from being merged into your codebase, how to find and fix vulnerabilities faster with AI as well as how to keep your dependencies update. We will dig into the functionality you can provide to your developer teams through GitHub Advanced Security for teams building on GitHub or Azure DevOps.",Justin Hutchings
"Thursday, May 23",Breakout,Accessibility in the era of generative AI,https://build.microsoft.com/en-US/sessions/7c13f996-b672-46d2-bd82-982ca11a5bef?source=sessions,"With 1 in every 6 people impacted by disability, it is important now more than ever to bring them along in an inclusive environment as we make progress in AI. Join us as we showcase the innovations built with and for people with disabilities. You will see how Azure AI is working alongside customers to bring inclusive products to market; products that extend the multi-modal benefits of image and speech recognition, and natural language interaction to bridge accessibility gaps for end users.",Marco Casalaina
"Thursday, May 23",Demo,Intelligent Workload Scheduling with Azure Kubernetes Fleet Manager,https://build.microsoft.com/en-US/sessions/f51030ac-de20-4efd-94d1-729992f79b1a?source=sessions,"Azure Kubernetes Fleet Manager is a service that allows you to manage multiple Azure Kubernetes Service (AKS) clusters at scale. With Fleet Manager, you can group and organize your AKS clusters, propagate Kubernetes configurations across clusters, and orchestrate multi-cluster load balancing scenarios. This demo will show new capabilities that intelligently schedule your workloads across clusters based on your chosen criteria.",Shashank Barsin
"Thursday, May 23",Demo,Build Hybrid Apps with Blazor and .NET MAUI,https://build.microsoft.com/en-US/sessions/adda8aae-4674-4e72-bc90-676cbb94f1d5?source=sessions,"Explore hybrid app development in this short and fast paced 12-minute demo, showcasing the integration of Blazor and .NET MAUI. Learn how to leverage the best of both worlds to create rich, interactive applications that run across multiple platforms from a single codebase. We'll guide you through the process of building a hybrid app, highlighting the advantages of combining Blazor's web development capabilities with .NET MAUI's cross-platform framework.",Beth Massi
"Thursday, May 23",Demo,Fixing Secret Leaks at Scale with GitHub Advanced Security,https://build.microsoft.com/en-US/sessions/a08316b0-fa7e-4981-addd-5888c1e7fa41?source=sessions,"Secret leaks continue to be a thorn in the side of enterprises. Join us for a demonstration on our secret scanning capabilities within GitHub Advanced Security and Azure DevOps. We’ll highlight new detection and remediation capabilities, while sharing insights on ways to scale secret scanning throughout your developer workflows. This technical session will be especially beneficial to developers, DevSecOps managers, and security professionals.",Bryan Sullivan
"Thursday, May 23",Demo,Every developer can make scientific breakthroughs with AI,https://build.microsoft.com/en-US/sessions/d290c681-9b9e-4edc-a443-54faf0ead383?source=sessions,"In this special demo session, we will share how you can make scientific breakthroughs with the power of AI and share examples from the cutting edge of Science. With a new generation of cloud HPC and AI tools, computational chemistry and materials science is scaling and accelerating R&D efforts that could address some of our world’s toughest challenges.",Nathan Baker
"Thursday, May 23",Breakout,What’s new in GitHub Copilot and Visual Studio,https://build.microsoft.com/en-US/sessions/a9f1f330-a966-47f4-89f1-624b65aa85d6?source=sessions,"GitHub Copilot is your AI coding assistant, and when paired with Visual Studio, so much more! We'll take you through tips and tricks, special integrations, and other recent enhancements to make sure you're getting the most out of GitHub Copilot, including things that you can only do with Visual Studio.",Damian Brady
"Friday, May 24",Demo,Securing cloud native applications across the development lifecycle,https://build.microsoft.com/en-US/sessions/f646e99b-8d85-4af6-893b-e78d154b2e2d?source=sessions,"Discover how to secure cloud-native applications using Microsoft Defender for Cloud. This session covers securing code in Azure DevOps/GitHub, monitoring vulnerabilities across the development lifecycle with cloud context, and remediating security findings with Copilot for Security.",Karen Dahmen
"Friday, May 24",Demo,Experience end-to-end analytics on real-time data,https://build.microsoft.com/en-US/sessions/db2f568b-98ca-4343-9798-2f69a58fd670?source=sessions,"Learn how to turn your high volume, highly granular data into insights that your organization can act on to gain a competitive advantage. In this session, we will demonstrate how ingestion, transformation, querying, visualizations, and actions are all possible for a wide range of user roles with code-rich and no/low-code experiences.",Alicia Li
"Friday, May 24",Demo,What's new for Copilot in Visual Studio 17.10,https://build.microsoft.com/en-US/sessions/1134891a-914e-4af6-ba87-bd7b2a52f872?source=sessions,"This session aims to show off the new features of GitHub Copilot in Visual Studio, in 17.10 customers will get Copilot in the box, with added features and functionality like Content Exclusion, in both Chat and Inline Chat.",Rhea Patel
"Friday, May 24",Demo,Utilize automation to update insecure code and protect workloads,https://build.microsoft.com/en-US/sessions/01520112-3bec-4e2c-a0bb-fb989c7f27be?source=sessions,"Learn how the Fortinet Azure Team automated and integrated Fortinet FortiSOAR and Github. Utilizing the Github APIs, FortiSOAR automates the updating of insecure application code. View Cloud Security automation in action, using the azurerm and azuread Terraform providers along with the FortiGateCNF REST APIs, FortiGateCNF for Azure can be automated from account creation to workload protection, providing Fortinet Firewall as a Service on demand.",John McDonough
"Thursday, May 23",Demo,Modernize Oracle databases and applications with Oracle Database@Azure,https://build.microsoft.com/en-US/sessions/b3779910-13a3-432e-bdd5-3fe89a9971d9?source=sessions,"Unlock the power of Oracle applications by bringing them closer to Azure. Learn from our experts as they provide a demo on migrating Oracle workloads to a modern, self-managed database and applications environment with Oracle Database@Azure and Autonomous Database to simplify application and analytics development. Join us to empower your Oracle workloads with robust Azure services like AI to innovate and modernize your applications.",
"Thursday, May 23",Demo,Generative AI from your local machine to Azure with LangChain,https://build.microsoft.com/en-US/sessions/9390ceb4-2887-4b24-870f-4e55c716e76f?source=sessions,"Dive into the process of building a generative AI application using LangChain.js and Azure. We'll take you through the development journey, starting from an idea and progressing towards production. We'll explore how LangChain framework works together with Azure AI as building blocks allowing you to quickly build complex AI applications at the various stages of development.",Arun Sekhar
"Thursday, May 23",Demo,"Dev Drive on Windows, Tips to optimize end to end for performance",https://build.microsoft.com/en-US/sessions/4729dbe5-ecfb-4714-8386-814f84d81809?source=sessions,Dev Drive on Windows can help boost your performance on IO bound processes.  Learn tips and tricks to squeeze every extra bit of optimization out with this session as well as hear about amazing new Windows performance features such as Block Cloning.,Bridget Tueffers
"Thursday, May 23",Demo,Build Dynamic website content using Power Fx and Power Pages,https://build.microsoft.com/en-US/sessions/9306df34-2e01-45fe-a7c9-aa15380e1926?source=sessions,"Discover how PowerFx can be used to build Dynamic Content for your Power Pages website. In this session, we will build webpages with custom user experiences utilizing dynamic data.",Sandeep Dhanrajani
"Thursday, May 23",Lab,Securing Applications with Microsoft Entra ID,https://build.microsoft.com/en-US/sessions/ed7971d2-0bf3-45fe-a9fa-84859bf70f39?source=sessions,"Applications are the backbone of your organization and often have access to information and systems of critical importance.  Learn how you can use identities, authentication, authorization, conditional access and other tools to ensure that application runs securely. Explore how to add it to Microsoft Entra ID, grant access to only resources it should connect to, control which users can work with it and how to ensure it has secure secrets to use for connect with resources using Azure Key Vault.",Robert Stewart
"Thursday, May 23",Lab,Learn how to accelerate Stable Diffusion,https://build.microsoft.com/en-US/sessions/da1483c0-a001-4fe7-9aca-a478eea7fb6d?source=sessions,Join this session for exciting product announcements. Check back on May 21st for more details.,Adele Parsons
"Thursday, May 23",Lab,Implement security through a pipeline using Azure DevOps,https://build.microsoft.com/en-US/sessions/e42d9727-72e9-45a2-ab1b-0d2c1cec5a9e?source=sessions,"Managed identities offer a secure method for controlling access to Azure resources. Azure handles these identities automatically, allowing you to verify access to services compatible with Microsoft Entra authentication. This means you don't need to embed credentials into your code, enhancing security. In Azure DevOps, managed identities can authenticate Azure resources within your self-hosted agents, simplifying access control without compromising security.",Charles Pluta
"Thursday, May 23",Lab,Build a Music Recommendation System with Azure Container Apps and AI,https://build.microsoft.com/en-US/sessions/ffec15d8-f83a-40f4-adfc-4afe6d9ef8cb?source=sessions,"Discover using Azure Container Apps to build a music recommendation service. Learn how AI engineers can process data, handing it off to app engineers for development. Leverage Qdrant vector database add-on for song embeddings. Build microservices for music recommendation using Python and Java. Explore Azure Container Apps' code to cloud pipeline for deploying apps without Dockerfiles. Ideal for those interested in recommendation systems, vector databases, embeddings, or polyglot microservices.",Simon Jakesch
"Friday, May 24",Demo,"Imagine Cup: Weeg, bridging the digital divide in remote areas",https://build.microsoft.com/en-US/sessions/4d498f25-19da-4fbd-93a0-941a7fdabca0?source=sessions,"One of Weeg’s founders grew up in an isolated community in the Amazon jungle. In this demo, he and his co-founder will showcase their solution to bridge the digital divide in remote areas. Discover how , Weeg offers a two-part solution utilizing Azure: The Mesh Network and The Hive educational platform to increase access to technology and empower global communities.",
"Friday, May 24",Lab,"Modern Analytics with Microsoft Fabric, Copilot and Azure Databricks",https://build.microsoft.com/en-US/sessions/4aa0719b-c0b1-483a-b531-d0659755bac0?source=sessions,"This lab showcases Modern Analytics with Microsoft Fabric and Azure Databricks, featuring a cost effective, performance-optimized, and cloud-native Analytics solution pattern. The architecture unifies our customers' data estate to accelerate data value creation. The lab scenario is for Contoso, a fictitious company. You will witness how the team used Azure Databricks, Microsoft Fabric, Copilot and Power BI to create an end-to-end Analytics solution.",Swetha Mannepalli
"Friday, May 24",Lab,Mastering GitHub Copilot for AI Paired Programming,https://build.microsoft.com/en-US/sessions/efe58eae-8bc0-402e-8f04-34ddc7132c76?source=sessions,"Unlock the power of collaborative coding with this program that seamlessly integrates AI-driven coding assistance using GitHub Copilot. Dive deep into GitHub Copilot's autocompletion, customizable features, and advanced programming techniques, all while embracing AI-driven algorithms. From error handling to unit testing, this program is tailored to instill best practices and enhance code quality, equipping you with the tools needed for success in today's dynamic software development landscape.",Brian Randell
"Friday, May 24",Lab,Learn how to interact with Large Language Models,https://build.microsoft.com/en-US/sessions/f2c631ee-4f32-488d-9739-3f3c99010717?source=sessions,"This lab provides a hands-on and engaging learning opportunity for working with Large Language Models. Learn how to use methods such as few-shot learning and chain of thought. See the creative possibilities of generative AI for image creation and multi-modal scenarios, master the skill of function calling and understand how the model can apply existing knowledge.",Henk Boelman
"Friday, May 24",Lab,Developing a custom control using the Power Apps Component Framework,https://build.microsoft.com/en-US/sessions/6639d2df-6bf0-46c6-8ed4-5cdec8d4e84a?source=sessions,"Learn how to build a custom component control using Power Apps Component Framework (PCF). In this workshop, you'll create a custom component control using PCF to visualize permit inspection history timelines. This workshop provides hands-on experience with PCF and demonstrates how to build powerful custom controls for Power Apps.",
"Friday, May 24",Breakout,"Windows Subsystem for Linux, Your enterprise ready multitool",https://build.microsoft.com/en-US/sessions/ad6e271e-ac99-41ab-bf21-dcadaa42439f?source=sessions,"Join the development team of WSL to get a deep dive into the architecture behind the product, and how you can use this versatile tool for everything from cloud development in your Enterprise to fine tuning your very own large language model!",Pierre Boulay
"Friday, May 24",Breakout,Navigating the depths of API security testing,https://build.microsoft.com/en-US/sessions/32d391ca-5c20-45fd-9ba1-fe29ddb202d9?source=sessions,"In this session, we’ll explore the hidden risks that threaten APIs and delve into vulnerabilities within your codebase. From scanning OpenAPI specs to dynamic testing, we’ll equip you with practical strategies to harden your APIs against attacks. Discover how to seamlessly integrate security practices into your DevOps pipelines. Let’s build a robust shield together! Don’t miss this opportunity to enhance your API security expertise.",Preetham Anand Naik
"Friday, May 24",Breakout,Leverage AKS for your enterprise platform: H&M’s journey,https://build.microsoft.com/en-US/sessions/a7e28d11-9427-4695-8738-3f6a8c8252df?source=sessions,"AKS provides a powerful and flexible foundation for platform engineering, but how do you ensure that your platform is scalable, reliable, and developer-friendly? In this session, H&M will share their cloud journey, approach to platform engineering, and strategy for reducing fragmentation. We'll also showcase the latest enhancements that make AKS more reliable, performant, secure, and user-friendly. You’ll come away with actionable insights to elevate your services using AKS.",Jakob Knutsson
"Friday, May 24",Breakout,Inside Microsoft AI innovation with Mark Russinovich,https://build.microsoft.com/en-US/sessions/984ca69a-ffca-4729-bf72-72ea0cd8a5db?source=sessions,"Join Mark Russinovich, Azure CTO and Technical Fellow, for an in-depth exploration of Microsoft's AI architecture. Discover the technology behind our sustainable datacenter design, massive supercomputers used for foundational model training, efficient infrastructure for serving models, workload management and optimizations, AI safety, and advancements in confidential computing to safeguard data during processing.",Mark Russinovich
"Friday, May 24",Breakout,Enable every developer to collaborate with low code + pro code,https://build.microsoft.com/en-US/sessions/22ed7e6c-d529-4ee0-badb-3e3671b9ce28?source=sessions,Collaborate better together in Power Apps - see live changes in your app as you work in a connected and collaborative studio. Work with code directly in Power Apps - see the code view of your apps and work with other developers in an ultimate productivity mix of code and low-code.,Emma Cooper
"Friday, May 24",Breakout,"Deploy, test and run apps with Azure Deployment Environments",https://build.microsoft.com/en-US/sessions/0e375b95-f133-4ef6-aed8-7d8a2444a7ff?source=sessions,"Learn how to enable developers to swiftly create and manage app infrastructure with Azure Deployment Environments, customizing workflows to specific organizational needs and maintaining consistency, best practices, and robust security. Also, learn how Azure DevTest Labs enables your development teams to create and manage test VMs for deploying and testing desktop apps, all within the organizational guardrails.",Erica Guthan
"Friday, May 24",Breakout,Building Copilots - key lessons and best practices,https://build.microsoft.com/en-US/sessions/ae6623b3-6499-4fdf-bdd8-c16307d6671c?source=sessions,Explore practical insights and effective strategies for building and scaling sophisticated copilots. Learn from real-world experiences and discover the latest tools for successful implementation.,Marco Casalaina
"Friday, May 24",Breakout,Transform applications with AI and Azure Database for PostgreSQL,https://build.microsoft.com/en-US/sessions/1c6a934d-ecee-4544-8ee7-491a04e4ede7?source=sessions,"In the rapidly evolving world of technology, adaptability and extendibility are key. Organizations have started to surf the AI trends and incorporate generative AI into their mission-critical workloads. As the most popular database among developers, PostgreSQL’s extensibility allows for the addition of new data types and indexing methods, enabling early adoption of innovative features like vector storage through the pgvector extension and seamless integration with Azure OpenAI.",Joshua Johnson
"Friday, May 24",Breakout,Revamping the Document Automation Workflow with Generative AI,https://build.microsoft.com/en-US/sessions/c1c03443-826a-4c01-9e97-a683cf28404a?source=sessions,"Every enterprise is awash with documents, and developers are tasked with the challenge of managing this deluge. Enter Azure AI Document Intelligence. A new feature in Document Intelligence combines the power of document understanding with Large Language Models (LLMs) and the rigor and schema from custom extraction capabilities to create a model with high accuracy in minutes.",Vinod Kurpad
"Friday, May 24",Breakout,Infusing your .NET Apps with AI: Practical Tools and Techniques,https://build.microsoft.com/en-US/sessions/4bf46250-6959-4df4-957f-b355e723c5c6?source=sessions,"Discover how to bring AI into your .NET application! This session covers the tools, libraries, and best practices for incorporating LLMs or other AI capabilities to create an ""intelligent app"". We'll explore practical examples, including how to leverage Azure AI services and the .NET AI ecosystem, to enhance your apps with AI.",Vin Kamat
"Friday, May 24",Breakout,End-to-End AI Development: A Practical Approach,https://build.microsoft.com/en-US/sessions/86e41e8b-1fd2-40fa-a608-6f99a28d4a61?source=sessions,"Moving GenAI concepts into traditional development practices often feels like a daunting task. Have no fear, we'll break down the mechanics of LLMs and show you how to leverage these to enhance your apps along with the latest prompt engineering tools – all while respecting your favorite tools and processes. The talk will cover application setup, evaluation and unit testing, deployment, and monitoring. We'll demonstrate these using familiar tools like Visual Studio Code and Github.",Seth Juarez
"Friday, May 24",Breakout,"Discover Oracle Database@Azure, a new opportunity for developers",https://build.microsoft.com/en-US/sessions/0134986d-1722-4365-8062-4e73b4d8b6dc?source=sessions,"Microsoft and Oracle have created an integrated set of services that bring the power of Oracle Database natively to Microsoft Azure. Learn how easy it is to use Oracle Database with Visual Studio Code, and experience powerful Oracle Database integrations with Azure services such as Data Factory, OpenAI, and PowerBI. You will leave this session with an understanding of how you can efficiently develop new data-driven applications using Oracle Database@Azure.",Kambiz Aghili
"Friday, May 24",Breakout,Activate enterprise data in AI-enabled business applications,https://build.microsoft.com/en-US/sessions/4af55fa9-cb8d-4118-8c67-c45543706af3?source=sessions,"Take your business applications to the next level by unlocking the power of AI generative knowledge leveraging the data platform for the modern enterprise: Microsoft Dataverse, Microsoft Fabric, and Microsoft 365.",Rakesh Krishnan
"Friday, May 24",Demo,GitHub Copilot can do that!?,https://build.microsoft.com/en-US/sessions/14160de3-c83f-46e4-876c-01af66bdca05?source=sessions,"Learn how to get the most out of GitHub Copilot, including a few ways that might surprise you! Join our VS Code and GitHub Copilot experts as they walk through some of the newest and least-expected ways to use GitHub Copilot to reduce more of those mundane tasks you’ve been avoiding.",Kedasha Kerr
"Friday, May 24",Demo,Build Copilot plugins in 10 minutes with VS Code,https://build.microsoft.com/en-US/sessions/ae127124-8d21-4e17-bd05-5360750abbad?source=sessions,"Learn how easy it is to create a plugin for Copilot using an ordinary REST service, VS Code and Teams Toolkit.",Bob German
"Friday, May 24",Demo,Securing AI Workloads with Microsoft Purview Sensitivity Labels,https://build.microsoft.com/en-US/sessions/36ccc534-e81b-4581-bb6f-9b789b0fed91?source=sessions,"We'll demonstrate an AI-integrated line-of-business app to provide summarized customer information to employees. The app will integrate with the MIP SDK to demonstrate reading sensitivity labels from source data, inheriting labels on generated data and artifacts, and using sensitivity labels to enforce protection policies on application data.",Tom Moser
"Friday, May 24",Demo,From Data to Action: Unleashing Flink's Power with Confluent on Azure,https://build.microsoft.com/en-US/sessions/754e812c-ff15-4edd-b726-12b6d0d25622?source=sessions,"Discover how Confluent, the cloud-native, unified Apache Kafka® and Apache Flink®, simplify real-time data integration and processing across diverse data sources. See how Kora, the cloud-native engine for Apache Kafka, significantly reduces your total cost of ownership by up to 60% while seamlessly integrating with Confluent's serverless Flink service for in-flight stream processing.",Jacob Bogie
"Friday, May 24",Demo,"Better together with Dev Home, Dev Box, and environments",https://build.microsoft.com/en-US/sessions/8f89b727-344d-4b24-8403-44f61ea36cbf?source=sessions,"Create, customize, connect to your virtual or cloud environments such as Dev Boxes from a single place for better discoverability and performance.",Branden Bonaby
"Friday, May 24",Demo,Structured AI Output with TypeChat,https://build.microsoft.com/en-US/sessions/43d31633-0f8b-4cbd-984e-52d8469cb37c?source=sessions,"The wave of AI language models has sparked a creative surge in making our apps more rich and accessible – but at the end of the day, these models respond in natural language strings by default. Instead of building hacks to parse out natural language, TypeChat uses the types in your programs to guide language models into providing structured data that fits perfectly. With TypeChat, you can worry less about prompt engineering and focus on schema engineering, and types are all you need!",Daniel Rosenwasser
"Friday, May 24",Breakout,Advanced RAG with Azure AI Search - top questions answered,https://build.microsoft.com/en-US/sessions/701ff4a8-a3ab-4da9-b5f6-e0abe6d523d0?source=sessions,"During this session, we will answer common questions for vector search, RAG and building GenAI stacks, then show you how to solve them. From configuring a SKU to working with custom embeddings, we will demo how to implement it with Azure AI Search. As we walk through these tutorials, we will share lessons learned along the way, and how it influenced our product roadmap.",Sumit Bhattacharyya
"Friday, May 24",Breakout,"""Highly Technical Talk"" with Hanselman and Toub",https://build.microsoft.com/en-US/sessions/620e1d0f-666d-46d7-9e42-3ae196c84911?source=sessions,"Join Scott Hanselman and partner software engineer Stephen Toub for a talk is that 100% LIVE demo. Zero slides, just code. In this ""highly technical talk"" on the internals of. NET, they'll look for performance issues and fix them live on stage. In this talk you'll learn debugging, performance, and optimization skills. You'll see how engineers at Microsoft use their own tools to find issues and fix them. If you are super advanced, level up, and let's see how deep you can go!",Scott Hanselman
"Friday, May 24",Demo,Power your AI Transformation with Microsoft Learn,https://build.microsoft.com/en-US/sessions/6170d4ca-694d-475c-bfc0-ee825d269a29?source=sessions,"Businesses are eager to adopt AI technology, but a shortage of skilled employees is holding companies back from accelerating innovation. Join us to explore in-depth the AI learning hub on Microsoft Learn and other resources to support you and your org to gain the right skills, prove your expertise, and showcase your abilities so you can implement AI at scale.",Julie-Anne Arsenault
"Friday, May 24",Demo,Maximize Power Platform and Source Control,https://build.microsoft.com/en-US/sessions/8b2ad81b-af28-4ab1-b786-b99eb396138a?source=sessions,"Maximize Power Platform and Source Control. Leverage Copilot plugins to activate your dynamics applications. Protect AI-driven applications with high value capabilities and tools.
Unlock efficiency: low-code app building with Dataverse and Copilot.",
"Friday, May 24",Demo,Reduce GPU heavy kubernetes cluster costs using Microsoft KEDA,https://build.microsoft.com/en-US/sessions/544014d9-d174-4ac8-a6a4-3097b3b73a83?source=sessions,"When using AI at scale, your costs can escalate quickly. In this  demo, we will outline the problem an AI platform faced in production with rapidly spiraling costs, and how we brought things back within budget using Microsoft's open-source tool KEDA (Kubernetes Event-driven Autoscaling). No matter what your process-model or architecture, KEDA is an extensible magic-bullet that you will keep finding new uses for.",Allen ONeill
"Friday, May 24",Demo,Modernize old web applications to .NET 8,https://build.microsoft.com/en-US/sessions/c7052569-5d05-416d-908b-0c21f075d108?source=sessions,In this demo you will learn about two methods of upgrading old ASP.NET applications to use .NET 8. The first will involve .NET Upgrade Assistant and will use the side-by-side approach. The second will migrate the application in place using an open-source framework called DotVVM. We will compare which method works better in which scenario.,Tomas Herceg
"Friday, May 24",Demo,Introducing the Microsoft Fabric Workload Development Kit for ISVs,https://build.microsoft.com/en-US/sessions/46c52326-f0d4-4c97-bc66-981c991ea441?source=sessions,"Microsoft Fabric now provides a mechanism for ISVs to integrate their existing applications natively within Fabric Framework. With this, Fabric users can discover ISV offerings without leaving Fabric environment. ISV Fabric workload will work their existing Azure Marketplace offering as well. Join this code focused demo to taste how to build your own Fabric workload, leveraging frontend client SDK and backend REST API's to build a fully functional data application running in Fabric.",Teddy Bercovitz
"Friday, May 24",Demo,Bring your copilots to life with a customized visual identity,https://build.microsoft.com/en-US/sessions/a86df8dd-5684-4c4c-8b28-b0e840a1c416?source=sessions,"Companies around the globe are looking to build engaging conversations with their customers and build immersive interactions. Imagine giving your copilots a custom voice and an avatar, both now in GA, to form a visual identity that represents your enterprise brand. In this session, you'll learn how you can use these and more in the new Azure AI Studio.",
"Friday, May 24",Lab,Build your own copilot on Teams with Teams Toolkit and Azure AI Studio,https://build.microsoft.com/en-US/sessions/54ae2b73-0445-4493-b6ca-3d7bb008ab15?source=sessions,"Discover the power of the Teams AI library and Azure AI Studio to build your custom copilot on Teams. This lab guides you through the creation process using Teams Toolkit to get your first copilot in minutes. Learn to integrate various AI models, and utilize pro-code tools to craft a copilot tailored to your organization’s needs.",Lily Du
"Friday, May 24",Lab,Build and deploy serverless apps with Azure Functions and Azure AI,https://build.microsoft.com/en-US/sessions/c7355b9a-338f-4582-b33f-0b055d8c5e2b?source=sessions,"In this lab, experience architecting a serverless solution on Azure for the use case of a tollbooth application that needs to meet on-demand traffic for event driven scale.",Anahita Afshari
"Friday, May 24",Lab,Build AI Apps with Azure Cosmos DB for MongoDB and Semantic Kernel,https://build.microsoft.com/en-US/sessions/703fa548-c6fb-4720-8925-ff4546aa6eff?source=sessions,"Learn how to build AI apps with Azure Cosmos DB for MongoDB and Semantic Kernel. You will create a RAG pattern app over transactional data, generating vectors and completions with Azure OpenAI Service, connect to multiple vectorized data sources, manage chat history and enhance performance with a semantic cache all orchestrated using Semantic Kernel. This session will equip you with the knowledge you need to elevate your AI application development skills.",Gary Hope
"Friday, May 24",Breakout,Zero to Hero - Develop your first app with Local LLMs on Windows,https://build.microsoft.com/en-US/sessions/c41f5333-4db4-4a14-ad40-3f3644a08ca6?source=sessions,"In this session we will show Windows developers how to setup their dev box for AI development with WinGet and demonstrate the end to end workflow of working with and customizing local LLMs. We will show how to fine-tune an LLM with WSL, Python and the latest training tools, and we will show how to use a local LLM with your own data in a .NET Windows app.",Alexandre Zollinger Chohfi
"Friday, May 24",Demo,Create engaging communications content using Microsoft Designer,https://build.microsoft.com/en-US/sessions/60915044-009c-446d-b601-bba7a79e9a2f?source=sessions,"Join for a compelling demo of how to use Microsoft Designer to level up your corporate and IT communications. Discover how you can create engaging, impactful content that grabs your audience's attention. Whether you're a content creator genius or just starting out, you won't want to miss the insider tips and tricks we have in store. Ensure your messages stand out, resonate, and spark action. Let's start creating together!",Amy Dolzine
"Friday, May 24",Demo,Designing for a brand new Windows AI feature,https://build.microsoft.com/en-US/sessions/a2198ae0-c641-4b43-b342-9c530009de32?source=sessions,"Today, we're showcasing brand-new features that allow users deeper interaction with their digital lives on Windows through advance AI features. Come discover how your apps can integrate with these experiences and increase user engagement and satisfaction.",Rebecca Del Rio
"Friday, May 24",Demo,Build an AI-powered app with PostgreSQL within 10 mins,https://build.microsoft.com/en-US/sessions/80915b20-db8f-40db-9384-2138859895bf?source=sessions,This demo will show you how to develop an AI app quickly with Azure Database for PostgreSQL using the latest advanced AI capability.,Joshua Johnson
"Friday, May 24",Lab,Securing your Code with GitHub Advanced Security,https://build.microsoft.com/en-US/sessions/0eae2165-4385-4bbe-a0b7-125248db556c?source=sessions,"Get hands on with the code scanning, secret scanning, branch protection and dependency tracking functionality in GitHub Advanced Security, learning how to best protect the code in your enterprise while in the safety of the lab setting.",Brian Randell
"Friday, May 24",Lab,Learn how to easily integrate AI into your .NET apps,https://build.microsoft.com/en-US/sessions/3557195e-1428-46d0-90e4-bc59aefc6354?source=sessions,"Learn how to easily build AI-powered applications using .NET and Azure AI. In this lab we will explore Semantic Kernel and how it can be used to integrate databases in Azure, knowledge stores and leverage Azure AI Services to make building and maintaining complex workflows easy.
We will also look at how other recent .NET innovations, such as .NET Aspire, can integrate seamlessly to give you not only an optimized developer inner loop experience, but also an easily deployable solution to Azure.",Jordan Matthiesen
"Friday, May 24",Lab,Dev tools to extend Power Pages websites,https://build.microsoft.com/en-US/sessions/736b8fa4-4c72-42a6-9ddf-04e9e8028ed3?source=sessions,"Get hands on with Power Pages development using tools like VSCode, both online & locally. Use Power Pages Copilot for accelerating Pages specific code. Understand how to work source code for your Power Pages website with tools like Power Platform CLI. Walkway with tooling and processes from inner dev loop to ALM CI/CD.",Donovan Goode
"Friday, May 24",Lab,Build and run intelligent apps with AKS and Azure OpenAI Service,https://build.microsoft.com/en-US/sessions/c622e560-6871-43fe-b4f3-269a68ff67cf?source=sessions,"Discover how to create applications on Azure Kubernetes Service (AKS) that incorporate generate AI features. With Azure OpenAI Service, you can integrate various AI models that suit your use case. In this lab you'll develop an application that uses Azure OpenAI Service and authenticate from your app using Microsoft Entra Workload Identity, allowing a completely password-free experience. You'll leave ready to start adding generative AI to your microservices-based applications on AKS.",Sachi Desai
"Friday, May 24",Breakout,Using AI with App Service to deploy differentiated web apps and APIs,https://build.microsoft.com/en-US/sessions/2d3bac21-85b9-4a33-8293-78536984cb6e?source=sessions,"Discover how the latest AI-powered experiences in Azure App Service help modernize, optimize, and troubleshoot app performance and reliability using Azure Application Insights, Azure Load Testing, and Azure Migrate. Through real-world customer examples, see how to bring the power of generative AI to your web applications. We will demo how the integration with Dynatrace and Datadog simplifies automatic and intelligent observability using AI.",Tulika Chaudharie
"Friday, May 24",Breakout,Unlocking Data Security with Microsoft Purview,https://build.microsoft.com/en-US/sessions/1df137e3-8908-4835-9288-2cc27a9d1321?source=sessions,"Join us in this session to explore the APIs that Microsoft offers for data labeling and protection. We’ll describe the MIP ecosystem, focusing on MIP SDK. Learn how to apply, update and delete sensitivity labels programmatically. Explore real-world scenarios where the MIP SDK enhances data protection in line-of-business applications and how it can enable auditing for sensitive information access. We’ll show an AI-integrated LOB app, showing how it all ties together.",Tom Moser
"Friday, May 24",Breakout,Introducing API for GraphQL and User  Data Functions in Microsoft Fabric,https://build.microsoft.com/en-US/sessions/aaf701bf-3f86-4bc4-ba27-e2a4a6155edb?source=sessions,"Introducing two new features for data developers to build data-centric applications using data sources in Microsoft Fabric: API for GraphQL and User  Data Functions. API for GraphQL is a flexible powerful API in Microsoft Fabric that allows developers to access data from multiple sources in Fabric with a simple query language. User Data Functions in Microsoft Fabric are user-defined data functions invoked from various Microsoft Fabric artifacts, such as notebooks, pipelines, or event streams.",Monica Boris
"Friday, May 24",Breakout,Integrating your bots and Copilot experiences natively into SharePoint and Viva Connections,https://build.microsoft.com/en-US/sessions/f5525cc8-a351-4b28-b5d0-8362006abbd8?source=sessions,Experience a demo-heavy session to learn to ‘click to create’ a Copilot natively in SharePoint or fire up VS Code to roll your own Copilot with SharePoint Embedded. We’ll also share how to leverage Copilot Studio to power-up custom copilots and publish them across Microsoft 365 ecosystem.,Luca Bandinelli
